,x,y,Category,Class,Cluster
14788,-8.308486,-0.03631893,Benign,Benign,1
14789,4.9298244,14.476036,Benign,Benign,1
14790,-8.971701,11.443906,Benign,Benign,1
14791,-12.508933,-7.3710456,Benign,Benign,1
14792,2.6452336,21.267946,Benign,Benign,1
14793,2.0937722,0.43889824,Benign,Benign,1
14794,-5.9762444,-10.784272,Benign,Benign,1
14795,-11.113982,-10.685598,Benign,Benign,1
14796,3.6430578,7.363784,Benign,Benign,1
14797,-11.012243,-10.76581,Benign,Benign,1
14798,-14.2174225,8.757322,Benign,Benign,1
14799,5.531645,-13.142345,Benign,Benign,1
14800,1.4148695,-19.510788,Benign,Benign,1
14801,-14.217829,8.755355,Benign,Benign,1
14802,3.0458043,-8.661828,Benign,Benign,1
14803,-17.78322,-7.0883527,Benign,Benign,1
14804,1.2516354,-2.846506,Benign,Benign,1
14805,4.8008018,-11.5291395,Benign,Benign,1
14806,3.288877,5.376935,Benign,Benign,1
14807,3.2841964,-14.869059,Benign,Benign,1
14808,4.8426533,14.384266,Benign,Benign,1
14809,-9.447329,9.540713,Benign,Benign,1
14810,-7.591781,-1.7883434,Benign,Benign,1
14811,-10.387937,1.1478565,Benign,Benign,1
14812,1.1710464,-2.9273903,Benign,Benign,1
14813,-10.974712,3.7176585,Benign,Benign,1
14814,-0.6116292,-14.015014,Benign,Benign,1
14815,-5.7596493,-7.16685,Benign,Benign,1
14816,-13.367957,-1.3756105,Benign,Benign,1
14817,-5.9991245,17.256632,Benign,Benign,1
14818,-9.817484,-14.318541,Benign,Benign,1
14819,-1.3121474,0.9570058,Benign,Benign,1
14820,-15.653506,-0.22004649,Benign,Benign,1
14821,-1.2610044,1.0054576,Benign,Benign,1
14822,-0.984029,-8.900844,Benign,Benign,1
14823,-11.214972,-10.565169,Benign,Benign,1
14824,3.4379535,17.068794,Benign,Benign,1
14825,1.4951545,8.68659,Benign,Benign,1
14826,-0.47626936,-14.053005,Benign,Benign,1
14827,-7.6176624,-1.7724341,Benign,Benign,1
14828,-10.600238,11.599879,Benign,Benign,1
14829,-0.71576214,-8.954221,Benign,Benign,1
14830,6.9717574,11.313007,Benign,Benign,1
14831,-4.8016105,3.8609273,Benign,Benign,1
14832,5.500232,21.76723,Benign,Benign,1
14833,-12.254649,-4.4107165,Benign,Benign,1
14834,-15.1977625,11.419295,Benign,Benign,1
14835,-9.847785,-14.28743,Benign,Benign,1
14836,-7.4457564,-3.9199789,Benign,Benign,1
14837,-7.3362904,-13.912424,Benign,Benign,1
14838,-2.7846434,14.608777,Benign,Benign,1
14839,-6.019403,-10.668879,Benign,Benign,1
14840,-13.3039875,6.403914,Benign,Benign,1
14841,4.430954,15.7408495,Benign,Benign,1
14842,-13.366519,-1.3616645,Benign,Benign,1
14843,-11.254856,-10.640731,Benign,Benign,1
14844,-4.1676636,7.9800725,Benign,Benign,1
14845,-8.9727,11.444532,Benign,Benign,1
14846,-4.0829926,0.054708365,Benign,Benign,1
14847,2.9302726,14.361092,Benign,Benign,1
14848,-3.8461812,5.340522,Benign,Benign,1
14849,-9.848566,7.416052,Benign,Benign,1
14850,-7.402764,-3.9453475,Benign,Benign,1
14851,-0.6458519,-8.796122,Benign,Benign,1
14852,-5.740196,-7.152171,Benign,Benign,1
14853,-4.308652,9.047946,Benign,Benign,1
14854,-11.164458,-0.419275,Benign,Benign,1
14855,-0.11782148,14.092017,Benign,Benign,1
14856,1.477748,2.6792498,Benign,Benign,1
14857,3.9411862,-10.447414,Benign,Benign,1
14858,3.913903,-7.7163453,Benign,Benign,1
14859,2.0091999,-6.5172887,Benign,Benign,1
14860,-5.9422803,-10.803833,Benign,Benign,1
14861,-17.433052,-1.0953599,Benign,Benign,1
14862,-5.7699347,-7.182267,Benign,Benign,1
14863,-6.8259234,10.54653,Benign,Benign,1
14864,-10.9908,-10.825198,Benign,Benign,1
14865,-8.121964,-15.41402,Benign,Benign,1
14866,-5.6861453,-7.156085,Benign,Benign,1
14867,5.7455764,11.967005,Benign,Benign,1
14868,3.3495624,5.328189,Benign,Benign,1
14869,3.1556935,12.243931,Benign,Benign,1
14870,5.749883,11.960451,Benign,Benign,1
14871,-3.9313664,-3.5209749,Benign,Benign,1
14872,3.9178424,-10.422783,Benign,Benign,1
14873,-0.7971796,-8.870693,Benign,Benign,1
14874,5.3769317,16.78922,Benign,Benign,1
14875,1.055337,4.8472285,Benign,Benign,1
14876,-1.9500107,-2.7013617,Benign,Benign,1
14877,2.1876936,19.66624,Benign,Benign,1
14878,-1.9082094,-1.9755596,Benign,Benign,1
14879,-1.2655684,1.018221,Benign,Benign,1
14880,4.8561516,14.400622,Benign,Benign,1
14881,-9.068308,4.536945,Benign,Benign,1
14882,3.2459955,0.4128752,Benign,Benign,1
14883,3.941198,-10.446346,Benign,Benign,1
14884,-9.084632,-1.2112684,Benign,Benign,1
14885,-14.551734,4.510284,Benign,Benign,1
14886,-3.281697,15.181407,Benign,Benign,1
14887,-10.587007,11.577507,Benign,Benign,1
14888,-12.25554,-4.4119163,Benign,Benign,1
14889,-3.03309,12.238114,Benign,Benign,1
14890,-0.48929042,9.624321,Benign,Benign,1
14891,-0.14246896,15.48846,Benign,Benign,1
14892,-4.196547,5.555308,Benign,Benign,1
14893,-14.577633,4.536467,Benign,Benign,1
14894,-7.3429217,-13.918476,Benign,Benign,1
14895,-9.44717,9.542682,Benign,Benign,1
14896,1.219949,12.158034,Benign,Benign,1
14897,-16.832077,5.501724,Benign,Benign,1
14898,-0.54860336,-13.985902,Benign,Benign,1
14899,-1.8847144,2.2363892,Benign,Benign,1
14900,-16.733807,-4.031699,Benign,Benign,1
14901,1.4468011,2.6067114,Benign,Benign,1
14902,-4.474815,18.06496,Benign,Benign,1
14903,3.272843,-14.888781,Benign,Benign,1
14904,-10.980147,-10.824822,Benign,Benign,1
14905,-11.827554,7.4803033,Benign,Benign,1
14906,-18.802544,5.6824174,Benign,Benign,1
14907,1.4436657,10.387272,Benign,Benign,1
14908,3.2781675,-14.862927,Benign,Benign,1
14909,-1.2249956,12.572432,Benign,Benign,1
14910,-3.5691547,-6.747696,Benign,Benign,1
14911,-1.2772923,0.9935234,Benign,Benign,1
14912,-2.2419472,19.388224,Benign,Benign,1
14913,-4.251963,8.089329,Benign,Benign,1
14914,-0.2396635,7.121146,Benign,Benign,1
14915,-0.57999045,-13.93418,Benign,Benign,1
14916,-1.2440509,-0.25145945,Benign,Benign,1
14917,2.1872144,19.664087,Benign,Benign,1
14918,-9.901884,-6.027022,Benign,Benign,1
14919,-0.5062704,-13.989303,Benign,Benign,1
14920,2.1880584,11.431244,Benign,Benign,1
14921,-12.701586,2.33157,Benign,Benign,1
14922,-12.656816,-14.611741,Benign,Benign,1
14923,-4.008645,-3.477059,Benign,Benign,1
14924,-1.7766213,11.486089,Benign,Benign,1
14925,3.310496,-20.775026,Benign,Benign,1
14926,0.4443888,-0.043536488,Benign,Benign,1
14927,-3.9842253,-17.85347,Benign,Benign,1
14928,-13.66133,3.0212376,Benign,Benign,1
14929,-0.62430274,-8.883665,Benign,Benign,1
14930,-0.54528147,-13.939349,Benign,Benign,1
14931,-4.3724346,3.9386563,Benign,Benign,1
14932,-8.006741,5.77104,Benign,Benign,1
14933,-10.685517,-15.936561,Benign,Benign,1
14934,-3.3051305,0.707354,Benign,Benign,1
14935,4.43094,15.740642,Benign,Benign,1
14936,-11.8249,7.474608,Benign,Benign,1
14937,-16.435898,1.7302725,Benign,Benign,1
14938,-0.7881183,-8.77474,Benign,Benign,1
14939,-3.7659562,13.175456,Benign,Benign,1
14940,3.6432366,7.3647203,Benign,Benign,1
14941,3.2904878,-14.8765,Benign,Benign,1
14942,5.7433004,11.967551,Benign,Benign,1
14943,-6.01524,6.7189217,Benign,Benign,1
14944,-1.245931,12.540755,Benign,Benign,1
14945,-1.2199016,-1.8083553,Benign,Benign,1
14946,-0.8870048,-8.863573,Benign,Benign,1
14947,-7.6917377,6.493438,Benign,Benign,1
14948,-3.9954305,-3.4423602,Benign,Benign,1
14949,-4.0465755,-3.553383,Benign,Benign,1
14950,5.6656694,-9.29157,Benign,Benign,1
14951,-4.3669972,7.0755205,Benign,Benign,1
14952,-3.654255,0.85167676,Benign,Benign,1
14953,1.1107727,5.704453,Benign,Benign,1
14954,-1.8481996,11.405425,Benign,Benign,1
14955,-1.4628962,18.072823,Benign,Benign,1
14956,-10.387099,1.1490005,Benign,Benign,1
14957,-8.579241,4.8516765,Benign,Benign,1
14958,-8.467581,5.850261,Benign,Benign,1
14959,-10.949948,13.775514,Benign,Benign,1
14960,-12.871242,3.4260798,Benign,Benign,1
14961,-15.636402,-0.23930308,Benign,Benign,1
14962,-0.65372676,-8.862524,Benign,Benign,1
14963,-9.06844,4.5399575,Benign,Benign,1
14964,-10.972197,3.701047,Benign,Benign,1
14965,1.2224799,12.15477,Benign,Benign,1
14966,-11.170248,-10.61644,Benign,Benign,1
14967,-13.384639,-1.3603209,Benign,Benign,1
14968,2.2880378,11.873599,Benign,Benign,1
14969,3.2977436,-14.875204,Benign,Benign,1
14970,-6.889634,-0.22940083,Benign,Benign,1
14971,-2.4551275,12.6045885,Benign,Benign,1
14972,-5.152496,15.884432,Benign,Benign,1
14973,-14.461048,-3.5891917,Benign,Benign,1
14974,-16.451979,1.7134025,Benign,Benign,1
14975,3.537414,17.177744,Benign,Benign,1
14976,-1.3093904,1.037929,Benign,Benign,1
14977,-0.94568723,-8.854223,Benign,Benign,1
14978,3.0484166,-8.663176,Benign,Benign,1
14979,-14.781169,-6.3749757,Benign,Benign,1
14980,-10.583897,11.577211,Benign,Benign,1
14981,0.78139585,18.215734,Benign,Benign,1
14982,-5.97422,-10.77413,Benign,Benign,1
14983,-2.4233618,-4.2453485,Benign,Benign,1
14984,1.4296708,-19.528996,Benign,Benign,1
14985,-0.8903647,-8.742471,Benign,Benign,1
14986,4.882432,14.423765,Benign,Benign,1
14987,-16.41741,1.743874,Benign,Benign,1
14988,-18.414427,-2.6464844,Benign,Benign,1
14989,3.9146028,-10.4222355,Benign,Benign,1
14990,-5.1427193,15.895509,Benign,Benign,1
14991,-15.63647,-0.24078704,Benign,Benign,1
14992,-1.9206089,-4.8436723,Benign,Benign,1
14993,-1.9934064,16.714293,Benign,Benign,1
14994,-11.11733,-10.690595,Benign,Benign,1
14995,-16.725697,-4.024879,Benign,Benign,1
14996,-0.25493383,23.606123,Benign,Benign,1
14997,3.291369,-14.872431,Benign,Benign,1
14998,-5.1636777,15.860295,Benign,Benign,1
14999,-3.2114992,-5.720473,Benign,Benign,1
15000,6.1694136,20.407223,Benign,Benign,1
15001,-5.970545,-10.754278,Benign,Benign,1
15002,-6.7137146,5.0015388,Benign,Benign,1
15003,-9.348953,0.102487065,Benign,Benign,1
15004,2.6546216,-7.310376,Benign,Benign,1
15005,-11.191288,-0.39144596,Benign,Benign,1
15006,-3.1725237,4.538849,Benign,Benign,1
15007,-13.390916,-1.3495237,Benign,Benign,1
15008,-3.8501396,5.33813,Benign,Benign,1
15009,0.13717805,7.8359785,Benign,Benign,1
15010,-2.592956,-6.323547,Benign,Benign,1
15011,-0.9298613,-8.784489,Benign,Benign,1
15012,-14.559642,4.516345,Benign,Benign,1
15013,-3.4362092,7.8190594,Benign,Benign,1
15014,-14.744046,-6.3859954,Benign,Benign,1
15015,-12.1617985,16.42682,Benign,Benign,1
15016,-2.1180143,6.968629,Benign,Benign,1
15017,-9.253489,-3.1318758,Benign,Benign,1
15018,-16.58113,8.6451,Benign,Benign,1
15019,-0.8808667,-8.740854,Benign,Benign,1
15020,-4.1063313,-0.95300955,Benign,Benign,1
15021,6.9591055,23.21177,Benign,Benign,1
15022,-9.776039,-6.178596,Benign,Benign,1
15023,-3.8406851,-3.4271302,Benign,Benign,1
15024,4.826543,14.378333,Benign,Benign,1
15025,-1.2302577,1.0335721,Benign,Benign,1
15026,-1.2102311,0.9658694,Benign,Benign,1
15027,-1.9934496,16.713953,Benign,Benign,1
15028,-1.1837823,-0.3780408,Benign,Benign,1
15029,-11.003402,3.627551,Benign,Benign,1
15030,-11.179707,-10.642151,Benign,Benign,1
15031,2.8685956,15.656353,Benign,Benign,1
15032,-5.163185,15.875403,Benign,Benign,1
15033,-10.047577,-17.246523,Benign,Benign,1
15034,-19.93116,1.8903973,Benign,Benign,1
15035,-0.73346585,6.208405,Benign,Benign,1
15036,0.33037704,-0.12977639,Benign,Benign,1
15037,-2.5966196,8.936846,Benign,Benign,1
15038,-18.728401,-4.8160677,Benign,Benign,1
15039,-6.133247,4.674652,Benign,Benign,1
15040,-6.7433996,-18.981869,Benign,Benign,1
15041,-12.8700285,3.4257476,Benign,Benign,1
15042,-13.37654,-1.3547407,Benign,Benign,1
15043,-6.9780087,-0.21779732,Benign,Benign,1
15044,-4.806796,0.6678589,Benign,Benign,1
15045,3.23674,12.271385,Benign,Benign,1
15046,-5.713866,-7.09913,Benign,Benign,1
15047,-10.989233,-10.82552,Benign,Benign,1
15048,-0.86449313,-8.852726,Benign,Benign,1
15049,5.6193285,-13.045856,Benign,Benign,1
15050,-9.826778,-6.0557065,Benign,Benign,1
15051,5.2000546,16.078678,Benign,Benign,1
15052,0.06463969,16.334324,Benign,Benign,1
15053,-3.9783592,-17.821316,Benign,Benign,1
15054,2.4324863,-3.8335347,Benign,Benign,1
15055,-8.387755,16.134766,Benign,Benign,1
15056,-15.204335,11.41259,Benign,Benign,1
15057,3.7566936,-17.873243,Benign,Benign,1
15058,3.3522224,5.332743,Benign,Benign,1
15059,-5.8450546,-14.740728,Benign,Benign,1
15060,-11.145628,-10.677425,Benign,Benign,1
15061,-10.011637,7.453079,Benign,Benign,1
15062,1.5156292,2.6677015,Benign,Benign,1
15063,1.5004716,2.6633687,Benign,Benign,1
15064,-5.2252254,8.608917,Benign,Benign,1
15065,-12.169748,16.462563,Benign,Benign,1
15066,-11.442115,6.20827,Benign,Benign,1
15067,-5.693265,-7.164064,Benign,Benign,1
15068,-11.14871,-0.4339163,Benign,Benign,1
15069,2.6605527,1.4674861,Benign,Benign,1
15070,1.9817414,13.916936,Benign,Benign,1
15071,-14.778362,-6.3713326,Benign,Benign,1
15072,-13.37129,-1.3651263,Benign,Benign,1
15073,-12.508067,-7.3712873,Benign,Benign,1
15074,-2.2460399,19.390362,Benign,Benign,1
15075,-6.9395137,-16.754324,Benign,Benign,1
15076,-11.160957,-10.685122,Benign,Benign,1
15077,0.44446588,-0.043310776,Benign,Benign,1
15078,-17.805756,3.988785,Benign,Benign,1
15079,0.7922599,18.216259,Benign,Benign,1
15080,-9.920756,-1.6401252,Benign,Benign,1
15081,3.5025291,17.135612,Benign,Benign,1
15082,-0.5898761,-13.938141,Benign,Benign,1
15083,-18.41979,2.782567,Benign,Benign,1
15084,-5.734075,10.724095,Benign,Benign,1
15085,1.9833726,13.918428,Benign,Benign,1
15086,-0.747604,-9.01374,Benign,Benign,1
15087,1.5561163,-12.186712,Benign,Benign,1
15088,-9.8213625,17.02261,Benign,Benign,1
15089,3.2672815,-14.849184,Benign,Benign,1
15090,3.4975102,17.133833,Benign,Benign,1
15091,4.5602508,7.021955,Benign,Benign,1
15092,-14.180946,8.794872,Benign,Benign,1
15093,3.5458252,17.178934,Benign,Benign,1
15094,-2.2439141,19.392193,Benign,Benign,1
15095,-3.9727237,-3.4701045,Benign,Benign,1
15096,-1.4733412,18.056906,Benign,Benign,1
15097,-11.004581,3.7084906,Benign,Benign,1
15098,4.2075787,9.733854,Benign,Benign,1
15099,5.755646,11.953229,Benign,Benign,1
15100,0.7895171,18.22441,Benign,Benign,1
15101,-13.726155,1.1006937,Benign,Benign,1
15102,-1.0024515,-8.76675,Benign,Benign,1
15103,3.4719877,17.100677,Benign,Benign,1
15104,-9.092802,-1.2202374,Benign,Benign,1
15105,-4.2533536,9.700605,Benign,Benign,1
15106,3.3536384,-14.922808,Benign,Benign,1
15107,-0.6173108,4.696066,Benign,Benign,1
15108,-10.045194,-17.248764,Benign,Benign,1
15109,-13.384452,-1.3622264,Benign,Benign,1
15110,-3.8569367,-14.656997,Benign,Benign,1
15111,-4.4737,18.064737,Benign,Benign,1
15112,3.8886874,9.0552225,Benign,Benign,1
15113,-3.8487408,-14.676414,Benign,Benign,1
15114,-0.83192736,-8.894625,Benign,Benign,1
15115,-6.0799522,-10.685957,Benign,Benign,1
15116,-10.949837,13.775653,Benign,Benign,1
15117,-3.8172927,22.737898,Benign,Benign,1
15118,1.7018151,9.790945,Benign,Benign,1
15119,-0.88658947,-8.964455,Benign,Benign,1
15120,4.817171,14.367702,Benign,Benign,1
15121,3.274926,-14.85484,Benign,Benign,1
15122,-5.4598565,-0.60277253,Benign,Benign,1
15123,1.5112677,-12.228747,Benign,Benign,1
15124,-10.931329,-10.876659,Benign,Benign,1
15125,-2.656083,13.399553,Benign,Benign,1
15126,-0.10603289,-1.6394066,Benign,Benign,1
15127,-9.083001,6.09106,Benign,Benign,1
15128,1.648599,5.137527,Benign,Benign,1
15129,-16.422215,1.7276329,Benign,Benign,1
15130,7.8050265,-13.2038965,Benign,Benign,1
15131,-9.755123,-6.24024,Benign,Benign,1
15132,1.097876,-1.6288449,Benign,Benign,1
15133,5.195675,16.080233,Benign,Benign,1
15134,-4.105671,2.6073472,Benign,Benign,1
15135,-3.6223993,7.8452144,Benign,Benign,1
15136,0.9216424,7.1369386,Benign,Benign,1
15137,17.668915,5.7392526,Benign,Benign,1
15138,0.4420304,10.362069,Benign,Benign,1
15139,-4.2860317,3.9254,Benign,Benign,1
15140,-9.820764,17.023699,Benign,Benign,1
15141,-2.4063432,6.523854,Benign,Benign,1
15142,-0.8011251,-8.802605,Benign,Benign,1
15143,-3.957769,-3.476508,Benign,Benign,1
15144,0.7058962,20.507223,Benign,Benign,1
15145,-3.8936737,2.7604866,Benign,Benign,1
15146,1.6524774,5.1373067,Benign,Benign,1
15147,-5.982667,-10.721029,Benign,Benign,1
15148,-11.161999,-10.708351,Benign,Benign,1
15149,3.341432,5.3277793,Benign,Benign,1
15150,3.4693022,17.096544,Benign,Benign,1
15151,0.50936306,-4.7424273,Benign,Benign,1
15152,-3.9096122,-3.5798407,Benign,Benign,1
15153,-12.662728,-14.591461,Benign,Benign,1
15154,0.70713544,20.504827,Benign,Benign,1
15155,-2.6001422,-1.1247587,Benign,Benign,1
15156,-0.37270483,14.293279,Benign,Benign,1
15157,6.4511976,-19.774466,Benign,Benign,1
15158,-16.763197,-4.062175,Benign,Benign,1
15159,-1.3716859,17.890583,Benign,Benign,1
15160,-0.48577148,9.714203,Benign,Benign,1
15161,-3.9744084,-3.504917,Benign,Benign,1
15162,-1.9760932,11.209891,Benign,Benign,1
15163,2.8626873,15.648017,Benign,Benign,1
15164,-0.22039981,23.572018,Benign,Benign,1
15165,-5.694508,-7.0942707,Benign,Benign,1
15166,-9.071723,4.538032,Benign,Benign,1
15167,-6.946022,-16.74532,Benign,Benign,1
15168,-0.8593082,-8.762547,Benign,Benign,1
15169,-0.13462074,-4.1534176,Benign,Benign,1
15170,-11.027275,3.7537794,Benign,Benign,1
15171,-9.885965,-6.1260786,Benign,Benign,1
15172,-5.6553273,-7.127853,Benign,Benign,1
15173,-14.798877,-6.3425255,Benign,Benign,1
15174,1.1881284,-2.90443,Benign,Benign,1
15175,-9.083076,6.0914764,Benign,Benign,1
15176,-1.6898848,4.479208,Benign,Benign,1
15177,-11.829519,7.47966,Benign,Benign,1
15178,-7.437638,-3.9154613,Benign,Benign,1
15179,-14.567246,4.5245547,Benign,Benign,1
15180,-0.6093042,-13.911809,Benign,Benign,1
15181,-4.889993,1.5320199,Benign,Benign,1
15182,-0.7495903,-8.930219,Benign,Benign,1
15183,-11.004796,-10.714802,Benign,Benign,1
15184,-14.53977,4.4989743,Benign,Benign,1
15185,-1.0569943,21.232016,Benign,Benign,1
15186,-10.913186,-10.881249,Benign,Benign,1
15187,-9.817775,-6.066096,Benign,Benign,1
15188,-14.459104,-3.5663173,Benign,Benign,1
15189,-0.6613056,-8.764199,Benign,Benign,1
15190,5.5906596,-13.082799,Benign,Benign,1
15191,-3.0578218,8.776862,Benign,Benign,1
15192,0.22495833,1.4791809,Benign,Benign,1
15193,3.522164,17.166882,Benign,Benign,1
15194,-9.824034,-6.1233587,Benign,Benign,1
15195,-0.79827315,-8.8976,Benign,Benign,1
15196,1.5434283,2.7136219,Benign,Benign,1
15197,0.46476427,1.1245698,Benign,Benign,1
15198,-0.5920376,-13.925171,Benign,Benign,1
15199,-5.6774774,8.791319,Benign,Benign,1
15200,0.8726351,11.139791,Benign,Benign,1
15201,2.655195,-7.3100867,Benign,Benign,1
15202,6.6576977,14.322534,Benign,Benign,1
15203,-11.048795,-10.745941,Benign,Benign,1
15204,-1.2826729,15.552949,Benign,Benign,1
15205,-5.6836057,-7.0754237,Benign,Benign,1
15206,1.6937165,5.717165,Benign,Benign,1
15207,-2.864465,8.188319,Benign,Benign,1
15208,-3.9764924,-3.522047,Benign,Benign,1
15209,-5.953079,-10.673642,Benign,Benign,1
15210,-7.617916,-1.7728032,Benign,Benign,1
15211,-9.920751,-1.6388292,Benign,Benign,1
15212,-4.29527,3.9584696,Benign,Benign,1
15213,-16.733164,-4.0309095,Benign,Benign,1
15214,-14.45441,-3.5822704,Benign,Benign,1
15215,0.87447125,11.150549,Benign,Benign,1
15216,-13.396431,-1.3384715,Benign,Benign,1
15217,-3.295134,4.005277,Benign,Benign,1
15218,-4.1526737,19.250483,Benign,Benign,1
15219,-1.0040562,-8.992317,Benign,Benign,1
15220,-6.450246,7.4207425,Benign,Benign,1
15221,3.19894,12.208459,Benign,Benign,1
15222,-8.307697,-0.033964146,Benign,Benign,1
15223,-16.831686,5.502041,Benign,Benign,1
15224,-10.981568,3.7271514,Benign,Benign,1
15225,-3.3884737,-5.451984,Benign,Benign,1
15226,3.7398667,-17.859303,Benign,Benign,1
15227,2.1446111,0.22601512,Benign,Benign,1
15228,-9.836192,-6.051113,Benign,Benign,1
15229,-2.068076,-16.251654,Benign,Benign,1
15230,-10.325778,19.168427,Benign,Benign,1
15231,-15.540156,1.9157027,Benign,Benign,1
15232,3.754626,11.009911,Benign,Benign,1
15233,5.7714753,11.931594,Benign,Benign,1
15234,4.998868,13.768459,Benign,Benign,1
15235,-11.522027,-2.8152716,Benign,Benign,1
15236,-2.8162663,11.920217,Benign,Benign,1
15237,0.9154448,-1.758663,Benign,Benign,1
15238,2.3420618,6.8040495,Benign,Benign,1
15239,-8.062697,13.577769,Benign,Benign,1
15240,-6.0054984,-10.755166,Benign,Benign,1
15241,-0.8488377,-8.8210535,Benign,Benign,1
15242,-11.0107,-10.772103,Benign,Benign,1
15243,4.209505,9.731998,Benign,Benign,1
15244,-9.821268,-14.314831,Benign,Benign,1
15245,-10.317439,7.15361,Benign,Benign,1
15246,-4.304192,5.5286694,Benign,Benign,1
15247,-9.814077,-6.168706,Benign,Benign,1
15248,-11.062937,-10.766832,Benign,Benign,1
15249,1.5713817,-12.169752,Benign,Benign,1
15250,-5.1821604,15.849228,Benign,Benign,1
15251,0.063582346,16.335556,Benign,Benign,1
15252,-11.033269,3.7038276,Benign,Benign,1
15253,-19.931604,1.8909196,Benign,Benign,1
15254,-12.649861,-14.61043,Benign,Benign,1
15255,-2.436406,7.6364717,Benign,Benign,1
15256,2.1464303,0.22590524,Benign,Benign,1
15257,-11.084004,-10.727905,Benign,Benign,1
15258,-1.8310263,-4.699475,Benign,Benign,1
15259,-11.530282,-2.799855,Benign,Benign,1
15260,-5.845117,-7.245272,Benign,Benign,1
15261,5.5597696,-13.108527,Benign,Benign,1
15262,-9.082163,-1.2099857,Benign,Benign,1
15263,1.5415194,-12.203404,Benign,Benign,1
15264,-7.4476824,3.3533173,Benign,Benign,1
15265,2.0550203,15.610307,Benign,Benign,1
15266,-0.25340128,23.604965,Benign,Benign,1
15267,-12.482508,14.505437,Benign,Benign,1
15268,-5.169807,15.879615,Benign,Benign,1
15269,-13.375315,-1.3607646,Benign,Benign,1
15270,-11.079971,-10.734199,Benign,Benign,1
15271,5.5853043,-13.083483,Benign,Benign,1
15272,1.5608277,-17.612339,Benign,Benign,1
15273,4.7893257,14.342632,Benign,Benign,1
15274,-0.8241743,-8.843226,Benign,Benign,1
15275,-14.222104,8.752324,Benign,Benign,1
15276,-16.016268,-7.870447,Benign,Benign,1
15277,-11.503084,-2.834764,Benign,Benign,1
15278,0.058444545,-0.34908235,Benign,Benign,1
15279,3.7491698,-17.865887,Benign,Benign,1
15280,-10.3875885,1.1496103,Benign,Benign,1
15281,-17.782621,-7.0882206,Benign,Benign,1
15282,-9.841943,-6.1406474,Benign,Benign,1
15283,-3.810009,-14.628779,Benign,Benign,1
15284,-5.1636424,15.864105,Benign,Benign,1
15285,-11.82558,7.4744053,Benign,Benign,1
15286,4.2035546,-8.737527,Benign,Benign,1
15287,-13.723787,1.1004313,Benign,Benign,1
15288,-10.175228,9.513729,Benign,Benign,1
15289,-2.338914,-0.5570794,Benign,Benign,1
15290,1.5378404,2.7205582,Benign,Benign,1
15291,3.3468647,5.32357,Benign,Benign,1
15292,-1.2254215,1.052622,Benign,Benign,1
15293,-5.731504,-7.0338964,Benign,Benign,1
15294,-0.8326229,-8.855392,Benign,Benign,1
15295,-1.6127568,14.679229,Benign,Benign,1
15296,-0.745553,-8.956979,Benign,Benign,1
15297,-9.868202,-6.1076,Benign,Benign,1
15298,4.817121,14.367323,Benign,Benign,1
15299,-3.8809521,-3.5881073,Benign,Benign,1
15300,-16.425964,1.744737,Benign,Benign,1
15301,0.48137054,12.774852,Benign,Benign,1
15302,1.4618727,2.6674478,Benign,Benign,1
15303,-1.0482249,-8.815298,Benign,Benign,1
15304,-5.1713843,15.888549,Benign,Benign,1
15305,5.5868,19.460867,Benign,Benign,1
15306,-16.426874,1.7491652,Benign,Benign,1
15307,-11.466179,-2.8611813,Benign,Benign,1
15308,-3.5621672,-6.745334,Benign,Benign,1
15309,-5.7274947,18.894552,Benign,Benign,1
15310,5.5004873,21.768686,Benign,Benign,1
15311,-15.678038,-9.0949135,Benign,Benign,1
15312,5.7527623,11.959927,Benign,Benign,1
15313,-16.431292,1.7333734,Benign,Benign,1
15314,-5.2081265,8.620922,Benign,Benign,1
15315,-1.2468728,0.9500777,Benign,Benign,1
15316,4.574532,18.949074,Benign,Benign,1
15317,3.7425454,-17.86373,Benign,Benign,1
15318,-2.4950893,-0.2263505,Benign,Benign,1
15319,-4.763073,5.6611395,Benign,Benign,1
15320,-8.540094,4.868219,Benign,Benign,1
15321,-9.497325,14.605431,Benign,Benign,1
15322,-9.412046,19.064371,Benign,Benign,1
15323,-3.90072,-3.4489925,Benign,Benign,1
15324,0.16901827,-0.2519413,Benign,Benign,1
15325,-15.144309,-11.2950735,Benign,Benign,1
15326,3.3599288,5.324001,Benign,Benign,1
15327,5.6583843,-9.300029,Benign,Benign,1
15328,3.2888634,-14.868734,Benign,Benign,1
15329,-9.820035,17.021055,Benign,Benign,1
15330,-12.648204,-14.612023,Benign,Benign,1
15331,1.3033518,-5.627089,Benign,Benign,1
15332,-10.387671,1.148818,Benign,Benign,1
15333,-0.5533571,-13.929791,Benign,Benign,1
15334,1.649876,-7.150616,Benign,Benign,1
15335,-9.501046,14.607823,Benign,Benign,1
15336,-12.700328,2.3314376,Benign,Benign,1
15337,-4.136068,-3.393418,Benign,Benign,1
15338,-12.16762,16.460196,Benign,Benign,1
15339,-4.05719,-3.4308844,Benign,Benign,1
15340,-1.2442082,-3.2425442,Benign,Benign,1
15341,2.643102,21.266922,Benign,Benign,1
15342,-0.4390057,-14.085534,Benign,Benign,1
15343,-0.78443545,-17.28716,Benign,Benign,1
15344,-6.0609384,6.2730746,Benign,Benign,1
15345,-1.9317062,8.65599,Benign,Benign,1
